asm_name,assembly_accession,assembly_level,bioproject,biosample,ftp_path,gbrs_paired_asm,genome_rep,infraspecific_name,isolate,organism_name,paired_asm_comp,refseq_category,release_type,seq_date,seq_rel_date,species_taxid,submitter,taxid,version_status,wgs_master,OptimumTemperature
ASM2552v1,GCA_000025525.1,Complete Genome,PRJNA37943,SAMN02598520,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025525.1_ASM2552v1,GCF_000025525.1,Full,strain=FS406-22,,Methanocaldococcus sp. FS406-22,identical,na,Major,,2010/02/17,644281,,644281,latest,,90.0
ASM808v1,GCA_000008085.1,Complete Genome,PRJNA9599,SAMN02603208,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008085.1_ASM808v1,GCF_000008085.1,Full,,,Nanoarchaeum equitans Kin4-M,identical,representative genome,Major,,2003/12/18,160232,,228908,latest,,90.0
ASM44601v1,GCA_000446015.1,Complete Genome,PRJNA212068,SAMN02602995,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000446015.1_ASM44601v1,GCF_000446015.1,Full,,,Thermofilum sp. 1910b,identical,na,Major,,2013/08/13,1365176,Baltic Federal University,1365176,latest,,90.0
ASM25305v1,GCA_000253055.1,Complete Genome,PRJEA49419,SAMEA2272453,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000253055.1_ASM25305v1,GCF_000253055.1,Full,strain=Kra 1,,Thermoproteus tenax Kra 1,identical,representative genome,Major,,2011/10/06,2271,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",768679,latest,,90.0
ASM19337v1,GCA_000193375.1,Complete Genome,PRJNA64455,SAMN02603093,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000193375.1_ASM19337v1,GCF_000193375.1,Full,strain=768-20,,Thermoproteus uzoniensis 768-20,identical,representative genome,Major,,2011/03/28,184117,,999630,latest,,90.0
ASM51385v1,GCA_000513855.1,Scaffold,PRJNA210335,SAMN02597199,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000513855.1_ASM51385v1,GCF_000513855.1,Full,strain=Z-533,,Desulfurococcus amylolyticus Z-533,identical,na,Major,,2014/01/07,94694,DOE Joint Genome Institute,1150674,latest,AZUU00000000.1,91.0
ASM2240v1,GCA_000022405.1,Complete Genome,PRJNA18871,SAMN02598416,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022405.1_ASM2240v1,GCF_000022405.1,Full,strain=M.14.25,,Sulfolobus islandicus M.14.25,identical,na,Major,,2009/04/24,43080,,427317,latest,,91.0
ASM1112v1,GCA_000011125.1,Complete Genome,PRJNA211,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011125.1_ASM1112v1,GCF_000011125.1,Full,strain=K1,,Aeropyrum pernix K1,identical,representative genome,Major,,2006/10/11,56636,,272557,latest,,92.0
ASM1638v1,GCA_000016385.1,Complete Genome,PRJNA15582,SAMN02598330,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016385.1_ASM1638v1,GCF_000016385.1,Full,strain=DSM 13514,,Pyrobaculum arsenaticum DSM 13514,identical,na,Major,,2007/04/16,121277,,340102,latest,,92.0
ASM1580v1,GCA_000015805.1,Complete Genome,PRJNA18111,SAMN00623060,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015805.1_ASM1580v1,GCF_000015805.1,Full,strain=JCM 11548,,Pyrobaculum calidifontis JCM 11548,identical,representative genome,Major,,2007/02/27,181486,,410359,latest,,92.0
ASM24754v1,GCA_000247545.1,Complete Genome,PRJNA42375,SAMN02604076,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000247545.1_ASM24754v1,GCF_000247545.1,Full,strain=TE7,,Pyrobaculum oguniense TE7,identical,representative genome,Major,,2012/02/10,99007,,698757,latest,,92.0
ASM1594v1,GCA_000015945.1,Complete Genome,PRJNA17449,SAMN02598390,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015945.1_ASM1594v1,GCF_000015945.1,Full,strain=F1,,Staphylothermus marinus F1,identical,representative genome,Major,,2007/02/21,2280,,399550,latest,,92.0
ASM14598v1,GCA_000145985.1,Complete Genome,PRJNA33361,SAMN00016987,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000145985.1_ASM14598v1,GCF_000145985.1,Full,strain=DSM 17230,,Ignisphaera aggregans DSM 17230,identical,representative genome,Major,,2010/08/24,334771,,583356,latest,,93.0
ASM21147v1,GCA_000211475.1,Complete Genome,PRJNA65431,SAMN02603477,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000211475.1_ASM21147v1,GCF_000211475.1,Full,strain=NA2,,Pyrococcus sp. NA2,identical,na,Major,,2011/04/29,342949,,342949,latest,,93.0
ASM26373v1,GCA_000263735.1,Complete Genome,PRJNA162927,SAMN02603491,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000263735.1_ASM26373v1,GCF_000263735.1,Full,strain=ST04,,Pyrococcus sp. ST04,identical,na,Major,,2012/05/22,1183377,,1183377,latest,,95.0
ASM19593v2,GCA_000195935.2,Chromosome,PRJNA179,SAMEA3283067,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195935.2_ASM19593v2,GCF_000195935.2,Full,,,Pyrococcus abyssi GE5,identical,representative genome,Major,,2003/05/06,29292,Genoscope,272844,latest,,96.0
ASM718v1,GCA_000007185.1,Complete Genome,PRJNA294,SAMN02603235,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007185.1_ASM718v1,GCF_000007185.1,Full,strain=AV19,,Methanopyrus kandleri AV19,identical,representative genome,Major,,2002/04/03,2320,,190192,latest,,98.0
ASM27560v1,GCA_000275605.1,Complete Genome,PRJNA163827,SAMN02603219,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000275605.1_ASM27560v1,GCF_000275605.1,Full,strain=COM1,,Pyrococcus furiosus COM1,identical,na,Major,,2012/06/29,2261,ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,1185654,latest,,98.0
ASM1110v1,GCA_000011105.1,Complete Genome,PRJNA207,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011105.1_ASM1110v1,GCF_000011105.1,Full,strain=OT3,,Pyrococcus horikoshii OT3,identical,representative genome,Major,,2004/05/11,53953,,70601,latest,,98.0
ASM21599v1,GCA_000215995.1,Complete Genome,PRJNA66055,SAMN02603867,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000215995.1_ASM21599v1,GCF_000215995.1,Full,strain=CH1,,Pyrococcus yayanosii CH1,identical,representative genome,Major,,2011/06/07,1008460,,529709,latest,,98.0
ASM1514v1,GCA_000015145.1,Complete Genome,PRJNA208,SAMN02604082,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015145.1_ASM1514v1,GCF_000015145.1,Full,strain=DSM 5456,,Hyperthermus butylicus DSM 5456,identical,representative genome,Major,,2007/01/22,54248,,415426,latest,,100.0
ASM722v1,GCA_000007225.1,Complete Genome,PRJNA172,SAMN02604075,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007225.1_ASM722v1,GCF_000007225.1,Full,strain=IM2,,Pyrobaculum aerophilum str. IM2,identical,representative genome,Major,,2002/01/24,13773,,178306,latest,,100.0
ASM1520v1,GCA_000015205.1,Complete Genome,PRJNA16743,SAMN02598374,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015205.1_ASM1520v1,GCF_000015205.1,Full,strain=DSM 4184,,Pyrobaculum islandicum DSM 4184,identical,representative genome,Major,,2006/12/20,2277,,384616,latest,,100.0
ASM730v1,GCA_000007305.1,Complete Genome,PRJNA287,SAMN02604284,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007305.1_ASM730v1,GCF_000007305.1,Full,strain=DSM 3638,,Pyrococcus furiosus DSM 3638,identical,representative genome,Major,,2002/02/27,2261,,186497,latest,,100.0
ASM22339v1,GCA_000223395.1,Complete Genome,PRJNA48579,SAMN02232047,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000223395.1_ASM22339v1,GCF_000223395.1,Full,strain=1A,,Pyrolobus fumarii 1A,identical,representative genome,Major,,2011/08/12,54252,DOE Joint Genome Institute,694429,latest,,106.0
