assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000008265.1	PRJNA10641	SAMN02603345		representative genome	263820	82076	Picrophilus torridus DSM 9790	strain=DSM 9790		latest	Complete Genome	Major	Full	2004/06/08	ASM826v1		GCF_000008265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008265.1_ASM826v1
GCA_000023985.1	PRJNA32615	SAMN02598490		representative genome	573064	83171	Methanocaldococcus fervens AG86	strain=AG86		latest	Complete Genome	Major	Full	2009/08/28	ASM2398v1		GCF_000023985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023985.1_ASM2398v1
GCA_000024185.1	PRJNA34681	SAMN02603710		representative genome	634498	83816	Methanobrevibacter ruminantium M1	strain=M1		latest	Complete Genome	Major	Full	2010/02/05	ASM2418v1		GCF_000024185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024185.1_ASM2418v1
GCA_000966265.1	PRJNA33583	SAMN02744072	LANF00000000.1	na	588319	83868	Palaeococcus ferrophilus DSM 13482	strain=DSM 13482		latest	Contig	Major	Full	2015/03/30	ASM96626v1	DOE Joint Genome Institute	GCF_000966265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000966265.1_ASM96626v1
GCA_000015765.1	PRJNA18109	SAMN00623052		representative genome	410358	83984	Methanocorpusculum labreanum Z	strain=Z		latest	Complete Genome	Major	Full	2007/02/01	ASM1576v1		GCF_000015765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015765.1_ASM1576v1
GCA_000304355.2	PRJEB167	SAMEA2272323		na	1201294	83986	Methanoculleus bourgensis MS2	strain=MS2T		latest	Complete Genome	Major	Full	2014/02/04	Mb_MS2	irena.maus	GCF_000304355.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000304355.2_Mb_MS2
GCA_000304355.1	PRJEB167			na	1201294	83986	Methanoculleus bourgensis MS2	strain=type strain:MS2		replaced	Complete Genome	Major	Full	2012/07/20	Mb_MS2	irena.maus	GCF_000304355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000304355.1_Mb_MS2
GCA_000025285.1	PRJNA32583	SAMN00017459		representative genome	572546	84156	Archaeoglobus profundus DSM 5631	strain=DSM 5631		latest	Complete Genome	Major	Full	2010/01/19	ASM2528v1		GCF_000025285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025285.1_ASM2528v1
GCA_000092465.1	PRJNA33683	SAMN00002730		representative genome	591019	84599	Staphylothermus hellenicus DSM 12710	strain=DSM 12710		latest	Complete Genome	Major	Full	2010/06/01	ASM9246v1		GCF_000092465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092465.1_ASM9246v1
GCA_000337195.1	PRJNA174938	SAMN02471670	AOID00000000.1	representative genome	1227496	88724	Natrinema versiforme JCM 10478	strain=JCM 10478		latest	Contig	Major	Full	2013/02/04	ASM33719v1	University of California, Davis	GCF_000337195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337195.1_ASM33719v1
GCA_000513855.1	PRJNA210335	SAMN02597199	AZUU00000000.1	na	1150674	94694	Desulfurococcus amylolyticus Z-533	strain=Z-533		latest	Scaffold	Major	Full	2014/01/07	ASM51385v1	DOE Joint Genome Institute	GCF_000513855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000513855.1_ASM51385v1
GCA_000152265.2	PRJNA239	SAMN02604346		representative genome	333146	97393	Ferroplasma acidarmanus fer1	strain=fer1		latest	Complete Genome	Major	Full	2013/06/26	ASM15226v2	DOE Joint Genome Institute	GCF_000152265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000152265.2_ASM15226v2
GCA_000247545.1	PRJNA42375	SAMN02604076		representative genome	698757	99007	Pyrobaculum oguniense TE7	strain=TE7		latest	Complete Genome	Major	Full	2012/02/10	ASM24754v1		GCF_000247545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000247545.1_ASM24754v1
GCA_000328665.1	PRJNA50749	SAMN02261367		representative genome	867904	101192	Methanomethylovorans hollandica DSM 15978	strain=DSM 15978		latest	Complete Genome	Major	Full	2012/12/28	ASM32866v1	JGI	GCF_000328665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328665.1_ASM32866v1
GCA_000011205.1	PRJNA246			representative genome	273063	111955	Sulfolobus tokodaii str. 7	strain=7		latest	Complete Genome	Major	Full	2004/05/11	ASM1120v1		GCF_000011205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011205.1_ASM1120v1
GCA_001006045.1	PRJNA258102	SAMN02988852		na	113653	113653	Geoglobus ahangari	strain=234		latest	Complete Genome	Major	Full	2015/05/11	ASM100604v1	Michigan State University	GCF_001006045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001006045.1_ASM100604v1
GCA_000723845.1	PRJEB5511	SAMEA3139050	CCDK000000000.1	na	114529	114529	Haloferax alexandrinus	strain=Arc-Hr		latest	Scaffold	Major	Full	2014/06/12	PRJEB5511_assembly_1	URMITE	GCF_000723845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000723845.1_PRJEB5511_assembly_1
GCA_000336735.1	PRJNA174901	SAMN02471657	AOLL00000000.1	na	1227458	114529	Haloferax alexandrinus JCM 10717	strain=JCM 10717		latest	Contig	Major	Full	2013/02/04	ASM33673v1	University of California, Davis	GCF_000336735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336735.1_ASM33673v1
GCA_000965745.1	PRJNA256113	SAMN02940502		na	115547	115547	uncultured archaeon			latest	Chromosome	Major	Partial	2015/03/30	ASM96574v1	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000965745.1_ASM96574v1
GCA_000337415.1	PRJNA174921	SAMN02471631	AOJD00000000.1	na	1227485	119434	Halorubrum tebenquichense DSM 14210	strain=DSM 14210		latest	Contig	Major	Full	2013/02/04	ASM33741v1	University of California, Davis	GCF_000337415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337415.1_ASM33741v1
GCA_000016385.1	PRJNA15582	SAMN02598330		na	340102	121277	Pyrobaculum arsenaticum DSM 13514	strain=DSM 13514		latest	Complete Genome	Major	Full	2007/04/16	ASM1638v1		GCF_000016385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016385.1_ASM1638v1
GCA_000337115.1	PRJNA174927	SAMN02471662	AOIR00000000.1	na	1227489	121872	Haloterrigena thermotolerans DSM 11522	strain=DSM 11522		latest	Contig	Major	Full	2013/02/04	ASM33711v1	University of California, Davis	GCF_000337115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337115.1_ASM33711v1
GCA_000337575.1	PRJNA174932	SAMN02471673	AOIM00000000.1	na	1227493	123783	Natrialba hulunbeirensis JCM 10989	strain=JCM 10989		latest	Contig	Major	Full	2013/02/04	ASM33757v1	University of California, Davis	GCF_000337575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337575.1_ASM33757v1
GCA_000337535.1	PRJNA174929	SAMN02471628	AOIP00000000.1	na	1227491	129789	Natrialba aegyptia DSM 13077	strain=DSM 13077		latest	Contig	Major	Full	2013/02/04	ASM33753v1	University of California, Davis	GCF_000337535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337535.1_ASM33753v1
GCA_000337895.1	PRJNA174895	SAMN02471660	AOMA00000000.1	representative genome	1227454	130048	Halobiforma nitratireducens JCM 10879	strain=JCM 10879		latest	Contig	Major	Full	2013/02/04	ASM33789v1	University of California, Davis	GCF_000337895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337895.1_ASM33789v1
GCA_000008645.1	PRJNA289	SAMN02603244		representative genome	187420	145262	Methanothermobacter thermautotrophicus str. Delta H	strain=Delta H		latest	Complete Genome	Major	Full	1999/12/22	ASM864v1		GCF_000008645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008645.1_ASM864v1
GCA_000145295.1	PRJNA40103	SAMN02603260		representative genome	79929	145263	Methanothermobacter marburgensis str. Marburg	strain=Marburg		latest	Complete Genome	Major	Full	2010/08/11	ASM14529v1		GCF_000145295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000145295.1_ASM14529v1
GCA_000023945.1	PRJNA29305	SAMN00002611		representative genome	519442	146826	Halorhabdus utahensis DSM 12940	strain=DSM 12940		latest	Complete Genome	Major	Full	2009/08/27	ASM2394v1		GCF_000023945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023945.1_ASM2394v1
GCA_000179575.2	PRJNA43653	SAMN00100784		representative genome	647113	155863	Methanothermococcus okinawensis IH1	strain=IH1		latest	Complete Genome	Major	Full	2011/06/06	ASM17957v2		GCF_000179575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000179575.2_ASM17957v2
GCA_000008085.1	PRJNA9599	SAMN02603208		representative genome	228908	160232	Nanoarchaeum equitans Kin4-M			latest	Complete Genome	Major	Full	2003/12/18	ASM808v1		GCF_000008085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008085.1_ASM808v1
GCA_000017945.1	PRJNA13914	SAMN02598324		representative genome	453591	160233	Ignicoccus hospitalis KIN4/I	strain=KIN4/I		latest	Complete Genome	Major	Full	2007/08/29	ASM1794v1		GCF_000017945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017945.1_ASM1794v1
GCA_000337595.1	PRJNA174933	SAMN02471680	AOIL00000000.1	na	1230458	160846	Natrialba taiwanensis DSM 12281	strain=DSM 12281		latest	Contig	Major	Full	2013/02/04	ASM33759v1	University of California, Davis	GCF_000337595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337595.1_ASM33759v1
GCA_000265525.1	PRJNA167371	SAMN02603492		na	163003	163003	Thermococcus cleftensis			latest	Complete Genome	Major	Full	2012/06/11	ASM26552v1		GCF_000265525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000265525.1_ASM26552v1
GCA_000148385.1	PRJNA32589	SAMN00017002		representative genome	572478	164451	Vulcanisaeta distributa DSM 14429	strain=DSM 14429		latest	Complete Genome	Major	Full	2010/09/22	ASM14838v1		GCF_000148385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148385.1_ASM14838v1
GCA_000970265.1	PRJNA230943	SAMN03074579		na	1434111	170861	Methanosarcina lacustris Z-7289	strain=Z-7289		latest	Complete Genome	Major	Full	2015/04/07	ASM97026v1	University of Illinois at Urbana-Champaign	GCF_000970265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970265.1_ASM97026v1
GCA_000337455.1	PRJNA174924	SAMN02471654	AOIU00000000.1	representative genome	797114	171164	Halosimplex carlsbadense 2-9-1	strain=2-9-1		latest	Contig	Major	Full	2013/02/04	ASM33745v1	University of California, Davis	GCF_000337455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337455.1_ASM33745v1
GCA_000022545.1	PRJNA34531	SAMN02603090		representative genome	604354	172049	Thermococcus sibiricus MM 739	strain=MM 739		latest	Complete Genome	Major	Full	2009/06/29	ASM2254v1		GCF_000022545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022545.1_ASM2254v1
GCA_000015805.1	PRJNA18111	SAMN00623060		representative genome	410359	181486	Pyrobaculum calidifontis JCM 11548	strain=JCM 11548		latest	Complete Genome	Major	Full	2007/02/27	ASM1580v1		GCF_000015805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015805.1_ASM1580v1
GCA_000193375.1	PRJNA64455	SAMN02603093		representative genome	999630	184117	Thermoproteus uzoniensis 768-20	strain=768-20		latest	Complete Genome	Major	Full	2011/03/28	ASM19337v1		GCF_000193375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000193375.1_ASM19337v1
GCA_000022365.1	PRJNA33671	SAMN02603333		representative genome	593117	187878	Thermococcus gammatolerans EJ3	strain=EJ3; DSM 15229		latest	Complete Genome	Major	Full	2009/06/12	ASM2236v1		GCF_000022365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022365.1_ASM2236v1
GCA_000621965.1	PRJNA223477	SAMN02744021	JHWX00000000.1	representative genome	1410664	190977	Methanobrevibacter wolinii SH	strain=SH		latest	Scaffold	Major	Full	2014/04/08	ASM62196v1	DOE Joint Genome Institute	GCF_000621965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000621965.1_ASM62196v1
GCA_000585495.1	PRJNA237737	SAMN03081537		representative genome	195522	195522	Thermococcus nautili	strain=30-1		latest	Complete Genome	Major	Full	2014/03/05	ASM58549v1	Institute de Genetique et Microbiologie	GCF_000585495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000585495.1_ASM58549v1
GCA_000317795.1	PRJNA70815	SAMN02261426		representative genome	1056495	200415	Caldisphaera lagunensis DSM 15908	strain=DSM 15908		latest	Complete Genome	Major	Full	2012/12/10	ASM31779v1	JGI	GCF_000317795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000317795.1_ASM31779v1
GCA_000243455.2	PRJNA51819	SAMN02261372	AGJL00000000.1	representative genome	647171	213185	Methanotorris formicicus Mc-S-70	strain=Mc-S-70		latest	Contig	Major	Full	2012/01/23	ASM24345v2		GCF_000243455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243455.2_ASM24345v2
GCA_000731985.1	PRJNA248700	SAMN02800870	JNCS00000000.1	representative genome	222984	222984	Natrinema altunense	strain=AJ2		latest	Contig	Major	Full	2014/07/21	ASM73198v1	Zhejiang University	GCF_000731985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000731985.1_ASM73198v1
GCA_000815265.1	PRJNA271196	SAMN03273287	JXAN00000000.1	na	222984	222984	Natrinema altunense	strain=1A4-DGR		latest	Contig	Major	Full	2015/01/06	ASM81526v1	Directorate of Groundnut Research (Indian Council of Agricultural Research)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000815265.1_ASM81526v1
GCA_000337155.1	PRJNA174934	SAMN02471672	AOIK00000000.1	na	1227494	222984	Natrinema altunense JCM 12890	strain=JCM 12890		latest	Contig	Major	Full	2013/02/04	ASM33715v1	University of California, Davis	GCF_000337155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337155.1_ASM33715v1
GCA_000404165.1	PRJNA157813	SAMN02602974		na	224719	224719	Methanobrevibacter sp. AbM4	strain=AbM4		latest	Complete Genome	Major	Full	2013/06/03	ASM40416v1	AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre	GCF_000404165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404165.1_ASM40416v1
GCA_000231015.3	PRJNA49401	SAMN02232017		representative genome	768672	228748	Desulfurococcus fermentans DSM 16532	strain=DSM 16532		latest	Complete Genome	Major	Full	2012/06/07	ASM23101v3		GCF_000231015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000231015.3_ASM23101v3
GCA_000226975.2	PRJNA16192	SAMN02470038	AGFZ00000000.1	na	358396	229731	Halobiforma lacisalsi AJ5	strain=AJ5		latest	Contig	Major	Full	2011/09/30	HalLac_AJ5_1	College of Life Sciences, Zhejiang University	GCF_000226975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000226975.2_HalLac_AJ5_1
GCA_000336655.1	PRJNA174894	SAMN02471659	AOLZ00000000.1	representative genome	358396	229731	Halobiforma lacisalsi AJ5	strain=AJ5		latest	Contig	Major	Full	2013/02/04	ASM33665v1	University of California, Davis	GCF_000336655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336655.1_ASM33665v1
GCA_000591035.1	PRJDB107			representative genome	1198449	229980	Aeropyrum camini SY1 = JCM 12091	strain=SY1		latest	Complete Genome	Major	Full	2013/09/27	ASM59103v1	Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University	GCF_000591035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000591035.1_ASM59103v1
GCA_000784355.1	PRJNA222641	SAMN03196739	AXDV00000000.1	na	230356	230356	Methanolacinia paynteri	strain=DSM 2545		latest	Scaffold	Major	Full	2014/11/17	Metpay	Leibniz Institute DSMZ Braunschweig	GCF_000784355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000784355.1_Metpay
GCA_000144915.1	PRJNA39927	SAMN02603091		representative genome	666510	242703	Acidilobus saccharovorans 345-15	strain=345-15		latest	Complete Genome	Major	Full	2010/08/06	ASM14491v1		GCF_000144915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000144915.1_ASM14491v1
GCA_000337755.1	PRJNA174882	SAMN02471658	AOLS00000000.1	na	662475	244363	Haloarcula californiae ATCC 33799	strain=ATCC 33799		latest	Contig	Major	Full	2013/02/04	ASM33775v1	University of California, Davis	GCF_000337755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337755.1_ASM33775v1
GCA_000151205.2	PRJNA19381	SAMN02603626		na	246969	246969	Thermococcus sp. AM4	strain=AM4		latest	Complete Genome	Major	Full	2011/09/08	ASM15120v2		GCF_000151205.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151205.2_ASM15120v2
GCA_000337215.1	PRJNA174942	SAMN02471623	AOHZ00000000.1	representative genome	1227499	253107	Natronolimnobius innermongolicus JCM 12255	strain=JCM 12255		latest	Contig	Major	Full	2013/02/04	ASM33721v1	University of California, Davis	GCF_000337215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337215.1_ASM33721v1
GCA_000337835.1	PRJNA174888	SAMN02471686	AOLM00000000.1	na	662480	255616	Haloferax sulfurifontis ATCC BAA-897	strain=ATCC BAA-897		latest	Contig	Major	Full	2013/02/04	ASM33783v1	University of California, Davis	GCF_000337835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337835.1_ASM33783v1
GCA_000496155.1	PRJNA209807	SAMN02981542	ATDU00000000.1	na	261388	261388	Ferroplasma sp. Type II			latest	Scaffold	Major	Full	2013/11/07	fer2	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496155.1_fer2
GCA_000235685.3	PRJNA62035	SAMN02261397	AGIY00000000.2	representative genome	882090	263906	Methanolinea tarda NOBI-1	strain=NOBI-1		latest	Complete Genome	Major	Full	2014/01/13	ASM23568v3	JGI	GCF_000235685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000235685.3_ASM23568v3
GCA_000337435.1	PRJNA174922	SAMN02471682	AOIW00000000.1	na	1227486	267368	Halorubrum terrestre JCM 10247	strain=JCM 10247		latest	Contig	Major	Full	2013/02/04	ASM33743v1	University of California, Davis	GCF_000337435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337435.1_ASM33743v1
GCA_000246735.1	PRJNA77705	SAMN02954313	AHCG00000000.1	na	274854	274854	uncultured marine group II euryarchaeote			latest	Chromosome	Major	Full	2012/02/07	ASM24673v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000246735.1_ASM24673v1
GCA_000009185.1	PRJNA17185	SAMEA3138195		na	362976	293091	Haloquadratum walsbyi DSM 16790	strain=DSM 16790 = HBSQ001		latest	Complete Genome	Major	Full	2006/06/22	ASM918v1		GCF_000009185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009185.1_ASM918v1
GCA_000237865.1	PRJEA49335	SAMEA2272799		representative genome	768065	293091	Haloquadratum walsbyi C23			latest	Complete Genome	Major	Full	2011/05/31	ASM23786v1		GCF_000237865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000237865.1_ASM23786v1
GCA_000415965.1	PRJNA176224	SAMN01940911	ARPX00000000.1	na	1238424	293091	Haloquadratum walsbyi J07HQW1			latest	Scaffold	Major	Full	2013/09/04	J07B_scf56329a_trim	University of California, San Diego, Scripps Institution of Oceanography	GCF_000415965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000415965.1_J07B_scf56329a_trim
GCA_000415985.1	PRJNA176225	SAMN01940911	ARPY00000000.1	representative genome	1238425	293091	Haloquadratum walsbyi J07HQW2			latest	Scaffold	Major	Full	2013/09/04	HQW2_08err_032412a	University of California, San Diego, Scripps Institution of Oceanography	GCF_000415985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000415985.1_HQW2_08err_032412a
GCA_000235565.1	PRJNA76151	SAMN02603883		representative genome	1110509	301375	Methanosaeta harundinacea 6Ac	strain=6Ac		latest	Complete Genome	Major	Full	2011/11/16	ASM23556v1		GCF_000235565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000235565.1_ASM23556v1
GCA_000336955.1	PRJNA174904	SAMN02471655	AOLI00000000.1	na	1227460	302484	Haloferax larsenii JCM 13917	strain=JCM 13917		latest	Contig	Major	Full	2013/02/04	ASM33695v1	University of California, Davis	GCF_000336955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336955.1_ASM33695v1
GCA_000009965.1	PRJNA13213			representative genome	69014	311400	Thermococcus kodakarensis KOD1	strain=KOD1		latest	Complete Genome	Major	Full	2005/01/05	ASM996v1		GCF_000009965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009965.1_ASM996v1
GCA_000270325.1	PRJDA49157			na	311458	311458	Candidatus Caldiarchaeum subterraneum			latest	Chromosome	Major	Full	2011/08/15	ASM27032v1	Japan Agency for Maine-Earth Science and Technology	GCF_000270325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000270325.1_ASM27032v1
GCA_000259215.1	PRJNA80845	SAMN02470884	AJRK00000000.1	na	1132509	332168	Halococcus hamelinensis 100A6	strain=100A6		latest	Contig	Major	Full	2012/04/18	ASM25921v1	School of Biotechnology and Biomolecular Sciences	GCF_000259215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000259215.1_ASM25921v1
GCA_000336675.1	PRJNA174896	SAMN02471661	AOMB00000000.1	representative genome	1132509	332168	Halococcus hamelinensis 100A6	strain=100A6		latest	Contig	Major	Full	2013/02/04	ASM33667v1	University of California, Davis	GCF_000336675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336675.1_ASM33667v1
GCA_000337515.1	PRJNA174928	SAMN02471651	AOIQ00000000.1	na	1227490	332953	Halovivax asiaticus JCM 14624	strain=JCM 14624		latest	Contig	Major	Full	2013/02/04	ASM33751v1	University of California, Davis	GCF_000337515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337515.1_ASM33751v1
GCA_000145985.1	PRJNA33361	SAMN00016987		representative genome	583356	334771	Ignisphaera aggregans DSM 17230	strain=DSM 17230		latest	Complete Genome	Major	Full	2010/08/24	ASM14598v1		GCF_000145985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000145985.1_ASM14598v1
GCA_000336715.1	PRJNA174900	SAMN02471640	AOMF00000000.1	representative genome	1227457	335952	Halococcus thailandensis JCM 13552	strain=JCM 13552		latest	Contig	Major	Full	2013/02/04	ASM33671v1	University of California, Davis	GCF_000336715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336715.1_ASM33671v1
GCA_000421805.1	PRJNA188910	SAMN02441569	ATXS00000000.1	na	1121945	337243	Halorubrum ezzemoulense DSM 17463	strain=DSM 17463		latest	Contig	Major	Full	2013/07/09	ASM42180v1	DOE Joint Genome Institute	GCF_000421805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000421805.1_ASM42180v1
GCA_000018465.1	PRJNA19265	SAMN00000032		representative genome	436308	338192	Nitrosopumilus maritimus SCM1	strain=SCM1		latest	Complete Genome	Major	Full	2007/11/15	ASM1846v1		GCF_000018465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018465.1_ASM1846v1
GCA_000018365.1	PRJNA20773	SAMN02603476		representative genome	523850	342948	Thermococcus onnurineus NA1	strain=NA1		latest	Complete Genome	Major	Full	2008/11/06	ASM1836v1		GCF_000018365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018365.1_ASM1836v1
GCA_000211475.1	PRJNA65431	SAMN02603477		na	342949	342949	Pyrococcus sp. NA2	strain=NA2		latest	Complete Genome	Major	Full	2011/04/29	ASM21147v1		GCF_000211475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000211475.1_ASM21147v1
GCA_000517625.1	PRJNA71415	SAMN00117518		representative genome	797299	353800	Halostagnicola larsenii XH-48	strain=XH-48		latest	Complete Genome	Major	Full	2014/01/13	ASM51762v1	JGI	GCF_000517625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000517625.1_ASM51762v1
GCA_000017625.1	PRJNA18505	SAMN02598409		representative genome	456442	358766	Methanoregula boonei 6A8	strain=6A8		latest	Complete Genome	Major	Full	2007/07/26	ASM1762v1		GCF_000017625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017625.1_ASM1762v1
GCA_000187225.2	PRJNA50445	SAMN02470763	AEMG00000000.1	na	797209	367189	Haladaptatus paucihalophilus DX253	strain=DX253		latest	Contig	Major	Full	2011/01/31	ASM18722v1		GCF_000187225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000187225.2_ASM18722v1
GCA_000376445.1	PRJNA170085	SAMN02441396	AQXI00000000.1	representative genome	797209	367189	Haladaptatus paucihalophilus DX253	strain=DX253		latest	Contig	Major	Full	2013/04/20	ASM37644v1	DOE Joint Genome Institute	GCF_000376445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376445.1_ASM37644v1
GCA_000337015.1	PRJNA174911	SAMN02471647	AOJJ00000000.1	na	1230455	368454	Halorubrum arcis JCM 13916	strain=JCM 13916		latest	Contig	Major	Full	2013/02/04	ASM33701v1	University of California, Davis	GCF_000337015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337015.1_ASM33701v1
GCA_000336995.1	PRJNA174910	SAMN02471664	AOJI00000000.1	representative genome	1230454	368623	Halorubrum aidingense JCM 13560	strain=JCM 13560		latest	Contig	Major	Full	2013/02/04	ASM33699v1	University of California, Davis	GCF_000336995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336995.1_ASM33699v1
